Bait,Prey,Abundance,Reproduce,Specificity ,MIST,Virus
NS5,Q13206,4.19066E-05,0.564563769,0.530618531,0.500053234,DENV
NS5,Q96FX7,4.52402E-05,0.494165847,0.571076878,0.498475487,DENV
NS5,Q9Y2R4,4.04383E-05,0.478434083,0.579924085,0.498011893,DENV
NS5,P39023,0.005419479,0.993090662,0.26239397,0.497579853,DENV
NS5,Q02543,0.003923458,0.934524807,0.296731488,0.496534507,DENV
NS5,Q13151,0.003532193,0.986120697,0.264350491,0.496104599,DENV
NS5,P67870,0.000236152,0.545935393,0.533826558,0.495377418,DENV
NS5,Q9BU76,0.000436103,0.891272788,0.318445515,0.493494308,DENV
NS5,Q9BRP8,0.00107818,0.82150419,0.360956619,0.493357994,DENV
NS5,Q12874,4.2264E-05,0.249947378,0.711123132,0.492825149,DENV
NS5,P62917,0.0038718,0.985413136,0.255488418,0.49083274,DENV
NS5,P62277,0.0055551,0.947179415,0.278584786,0.490750531,DENV
NS5,Q8WUQ7,2.10735E-05,0.496630773,0.555292489,0.490339175,DENV
NS5,O75934,0.00065554,0.879241948,0.320043707,0.490212038,DENV
NS5,Q9Y3D9,0.00077265,0.747522916,0.398408408,0.488787625,DENV
NS5,Q13435,0.000288551,0.777014359,0.380295241,0.488746397,DENV
NS5,P46776,0.005779453,0.986189385,0.249625374,0.487915104,DENV
NS5,P62899,0.007484428,0.972196883,0.257207932,0.487476185,DENV
NS5,Q9Y3U8,0.003794749,0.936462666,0.279653598,0.487468064,DENV
NS5,P67809,0.010797897,0.983167715,0.249438875,0.487152691,DENV
NS5,P42766,0.005958545,0.972595335,0.255925688,0.486762693,DENV
NS5,P18124,0.005798767,0.977800801,0.252479675,0.486607596,DENV
NS5,P18077,0.002257111,0.90006242,0.30057239,0.486528678,DENV
NS5,P62906,0.004224295,0.965491816,0.258388711,0.485541644,DENV
NS5,Q9Y605,0.000362665,3.60674E-11,0.850869359,0.485024548,DENV
NS5,P62753,0.008946108,0.994771268,0.236825365,0.48387609,DENV
NS5,P49458,0.003254358,0.931613254,0.27440642,0.482736647,DENV
NS5,Q9UJA5,7.78506E-05,0.551002055,0.506858419,0.481766246,DENV
